SORCS2,-0.000849425
CDNF,-0.000993164
SLC17A7,-0.001486428
NA,-0.001071875
CNBD2,-0.005007908
RPH3A,-0.000593277
DOCK9,-0.001411667
RPL29,-0.001308092
CERS5,-0.000796745
OTULIN,-0.001432398
KANK1,-0.000980227
AMT,-0.001546734
TFF1,-0.000753478
SPECC1,-0.000625151
CCBE1,-0.001269038
FBXO41,-0.000766068
BIN1,-0.001007101
CRYBG1,-0.00228342
PEX11G,-0.000753618
SLC7A1,-0.00080045
TMPRSS3,-0.000814133
FOXL2,-0.001842689
TMEM88B,-0.001273116
UPK1A,-0.000561194
GYG2,-0.000666513
PARP8,-0.001329494
FRG1,-0.001398227
ZNF416,-0.005838532
CD80,-0.00374627
SMURF1,-0.002324757
CDHR5,-0.002637102
MFSD9,-0.003336421
MYO9B,-0.001893483
RSPH9,-0.000375657
DKK3,-0.001343577
KCTD11,-0.003368603
C12orf10,-0.001338631
PHF20L1,-0.00345854
PBOV1,-0.000823235
UGT8,-0.00024603
DACT2,-0.000547502
ISM2,-0.000945909
ERCC2,-0.000634317
OR8G1,-0.000962387
NFIC,-0.000613494
RAB23,-0.001282167
KLK3,-0.001315361
CENPP,-0.001731991
MEF2B,-0.002573224
SLC25A37,-0.000847048
UNC5C,-0.001194146
FMO4,-0.000861551
H2BC12,-0.000960152
B3GNT2,-0.00340288
INTS11,-0.004126443
PAICS,-0.0046183
OR4Q3,-0.00185201
TMPPE,-0.00078707
EFS,-0.00035446
NCK2,-0.002079116
RITA1,-0.004689024
ATAD3A,-0.001422696
FGA,-0.000382612
GRK3,-0.002150953
BCOR,-0.000721339
HSPB1,-0.000842912
ATOH8,-0.017034364
ZNF300,-0.000890939
KLHL1,-0.00073961
SBK1,-0.002675478
LINGO1,-0.000349677
ZNF354C,-0.001400238
KHNYN,-0.003653
SPATA3,-0.003691251
MCM8,-0.000610157
NDUFAF6,-0.001161944
KLHDC10,-0.001649182
TTLL2,-0.009886826
SLC5A12,-0.000575915
DCDC1,-0.002402818
BRSK1,-0.001895497
EIF4G3,-0.001119911
MYL1,-0.001582302
SPRR3,-0.012918301
PALD1,-0.000513921
SAP25,-0.002431938
CTPS1,-0.001161372
HENMT1,-0.000687875
DLG2,-0.00100927
SSTR4,-0.002210872
RABIF,-0.001165153
EDN1,-0.001264776
ZNF583,-0.001034096
ANKRD30A,-0.000661781
DTNBP1,-0.000737384
ZNF521,-0.000964152
PBX2,-0.000785434
FRS3,-0.001031522
FGD6,-0.000496448
DISP3,-0.000431264
JADE3,-0.00117685
VN1R4,-0.002772251
KLHL10,-0.002715263
GVQW1,-0.000909573
SMG5,-0.000834832
PRKCQ,-0.000474572
CYP2D6,-0.002873815
KLHL9,-0.000615594
ATP6V0B,-0.003450962
HDHD5,-0.010204841
TTC16,-0.001315974
KIAA0586,-0.000807473
SCN7A,-0.001215159
GPR153,-0.001366293
IMPACT,-0.000982184
PDS5A,-0.010088528
C9orf16,-0.001714867
DGKA,-0.000665915
SUSD4,-0.003520048
SLBP,-0.000577887
UBA1,-0.003010268
TEDC1,-0.000874196
NPTX1,-0.002077447
EVI2A,-0.000800565
RIMKLA,-0.001130042
CEP85,-0.001651496
KCNIP3,-0.002748718
GRK6,-0.001002296
MPO,-0.005253689
ZZZ3,-0.000964927
HECTD4,-0.002870422
NLRX1,-0.000968859
UBA6,-0.001237489
RRP12,-0.001482658
DYNC1LI2,-0.001925498
CLDN8,-0.005546249
TACR2,-0.000627208
KRTAP25-1,-0.000975191
SP4,-0.000640556
SORCS3,-0.000738734
AZIN1,-0.000493994
GP5,-0.002237554
ELOA,-0.00125271
MS4A7,-0.000809729
PRDM16,-0.004387598
LPIN3,-0.000649638
SNX14,-0.000984776
ICOSLG,-0.001604673
PLCD4,-0.002591441
STAR,-0.001082114
LRP1B,-0.000949105
TCEA1,-0.001180753
DDA1,-0.00041133
MS4A1,-0.001818897
CD86,-0.00197218
C6orf52,-0.001157289
MT1HL1,-0.000514691
KDELR3,-0.00125338
SNAPC3,-0.001489289
RFC5,-0.002801858
GTF2IRD2,-0.001760468
MBLAC2,-0.004418632
NAA80,-0.002809234
CCDC88C,-0.000991181
CPAMD8,-0.001437283
MLYCD,-0.000664536
IKBKB,-0.00145711
RTL4,-0.001050196
NAALAD2,-0.0012662
NMNAT3,-0.001836465
TBC1D31,-0.000851294
TMEM266,-0.00095384
GPS2,-0.000354441
CPLX1,-0.0005047
CHRNG,-0.001519304
XRCC1,-0.005413118
MFSD4A,-0.001580968
FEZF1,-0.000895357
PPP1CB,-0.001421706
IQGAP1,-0.00489923
PLEKHM3,-0.001090769
PLXND1,-0.000683986
ALPK3,-0.002548665
SPTBN5,-0.004765802
HEATR3,-0.001012802
GDAP1,-0.00321442
SLC22A9,-0.000644738
SMIM10,-0.002411013
RTL8C,-0.000606027
OTOF,-0.000884454
PHGDH,-0.002234251
PLXNA4,-0.001031901
OLA1,-0.000832518
ERBB3,-0.001341246
RIC3,-0.001356764
RNF112,-0.002085361
SLC39A5,-0.001343809
CBY3,-0.001998746
