ASCL1	3.4357507816411132
AHR	2.831915872399658
ARNT	2.6911292781075504
BAMBI	2.5880627158226224
ARID2	2.070919612170269
NPIPB9	2.014283711205364
TCF4	1.9414497733692782
RIPK3	1.8762455337331279
TPK1	1.8495314712445388
ZNRD1	1.7491379088478836
NRARP	1.73072144048048
NPAS3	1.6361657801308107
SLC20A1	1.6105329313386125
NDUFB2	1.598252579311552
RHOB	1.5864787614648495
MCAT	1.527122544307427
KLF13	1.516892066014426
NEUROG3	1.5130117577648046
ZNF367	1.4907662306198148
C22orf23	1.4313264311824565
FLVCR1	1.4236365591297684
RCOR2	1.4091907172935676
PDCD6IP	1.384829796476557
SNX15	1.3820758791363166
CYSTM1	1.3590505595822469
PPA2	1.3470349028471822
PQBP1	1.333060679701832
EPHB1	1.330632436540683
UMPS	1.3243536089693706
RTN1	1.3015305008988576
CECR2	1.2784389483764087
OR11H1	1.2776921952339386
MAPKAPK2	1.261969059622215
SHLD1	1.2580008120496422
ARRDC3	1.25681304795063
SOX30	1.239651003811698
CNOT9	1.2336895733520883
PRKAG1	1.185069152901873
LIN54	1.1720388144515526
MST1R	1.1713974452333697
CASTOR1	1.1525570523526236
NKAPD1	1.1521777070267594
TEX13A	1.1310713889094048
RNASE1	1.1222966328608923
ADAMTSL4	1.1128828964103903
ANKRD20A2	1.1119123732932419
PRPF40B	1.104579828055672
MRPL20	1.0993432472326923
EMC6	1.0959649222549992
UNC93B1	1.0908712728152379
CENPO	1.0696368425182865
CCND2	1.054959479376733
GOLGA6L6	1.0503111749355483
HDAC2	1.0460195368527347
INTS10	1.041541015797427
GTSE1	1.0412862635010316
NMRK2	1.0299362485910564
GADD45A	1.0227646675059887
HCST	0.9982743398827231
HEXIM1	0.9934470286621881
SSC4D	0.9866704861438925
KDM1A	0.9781444134185852
EHMT1	0.9644472765224048
TMEM130	0.9571884790023673
LARGE2	0.9478843783718257
PDCD10	0.946292976624916
TRUB2	0.9420438870715238
ARF6	0.9375867700721778
COQ6	0.909294409824271
ASPM	0.9077317593038989
SEMA6C	0.904663727420563
H3C12	0.904473791889274
PPP6C	0.9025861506475388
APOD	0.8963512155201222
MYL6	0.8903208116895126
CTAG1B	0.8890914486730188
SAMD1	0.8886498462626736
LCN10	0.8855792284118765
MRM3	0.8845317505832411
HCCS	0.8792315917622873
OR11H2	0.8772948729983161
OR4F5	0.8753899481621136
DCAF1	0.8700228400565078
FAM163B	0.865810788654605
L3MBTL3	0.8642607295285292
CLPP	0.8598464896440504
GADD45GIP1	0.8489956913165471
HSD17B7	0.8477644553630103
CLTCL1	0.8438265460846797
H4C12	0.8431280029988679
PLK2	0.8364295126674495
P2RY2	0.8358311158539135
KBTBD8	0.8269031896996808
RBSN	0.8230263578840795
ARSA	0.8037986481945457
TRIP13	0.8024216155927003
MRPL40	0.7995549310131981
DMAC2	0.7957192545247262
TRMT1	0.7866628284600702
VPREB1	0.7757535287797355
NPBWR2	0.7489195063164678
FDX1	0.7488737737940735
RIC8A	0.7463544073169999
SUPT7L	0.7432781607975104
PRRT4	0.7365368557824594
STOML2	0.7299777021094782
STARD7	0.729849645789407
TIPRL	0.7276377630011259
TMEM30A	0.7274513137614206
OST4	0.721279361892321
ZWILCH	0.7149108009215212
SEPSECS	0.7131240682702967
BRCC3	0.7102325984905918
LEO1	0.6926328489647058
PLAC9	0.6925947921983333
PRMT7	0.6924761564230031
CARS2	0.6914246534226522
HNRNPA3	0.6669081013949298
EP300	0.655175642598333
NCKAP1	0.6482668772965092
CCL24	0.6478838912439018
LCN15	0.6475521250906391
MBTD1	0.641582900584247
SSX4	0.6413039808282879
SET	0.634668963347501
IPMK	0.633596315873691
CSAG3	0.6277755528435756
MAP11	0.6088793300096751
RGP1	0.590127122890965
FCN2	0.5890506703976887
NDUFA6	0.5889231529577491
DDTL	0.5887266161448471
CLIP1	0.5870648839690447
PRDM6	0.5803237892486792
PHF13	0.5713694053943232
MAPK15	0.5676859954015945
IKBKG	0.5675617309575718
MAPK1	0.560240117757795
MRPS33	0.5567220585332748
OR5AU1	0.5562604814136587
GPAT4	0.5425755974687649
F8A2	0.5420045816804561
RNASE8	0.5345779887164908
MRE11	0.5321016045016271
HLA-DMA	0.5119223737912953
DUS1L	0.5101889902731068
RNF25	0.5098840564073763
ALAS1	0.5043800596049071
N6AMT1	0.5029206802044034
PTCD1	0.4982263738007586
H3-3B	0.49316534632409037
ELOF1	0.48701309972419604
OR4K14	0.48157366339018515
GP1BB	0.4774473760755803
DPH5	0.4763532654004281
ALKBH5	0.4716595438788774
H2BC7	0.4666262983016807
DDT	0.45959765845739464
FBXW5	0.4541802800643834
CDK13	0.4399248370649509
SRSF9	0.43650137759037566
F8A3	0.4329199408050033
CHKA	0.4273378195268588
BAP1	0.4237807112079189
GTF3C6	0.42030002857789767
FAM117A	0.4050467832975779
POLR2J	0.3991108970705515
API5	0.38580331136419255
TPPP2	0.3796915892073711
INTS12	0.36834562575594676
MTG1	0.3642245465206634
GOLGA1	0.3255634523674364
