Gene	common_essential	BF_diff	BF_group	Beta_diff	Beta_group	Diff_diff	Group	Specific_Essential_Group	Rank	abs_diff_rank	Label
ABCA1	FALSE	0.8562398437832499	None	-0.1475606744271697	None	1.0038005182104195	None	None	4901	10000	
ABCA10	FALSE	0.439167953633176	None	0.032467993281570996	None	0.406699960351605	None	None	9902	10000	
ABCA12	FALSE	-0.29675799280195797	None	0.593491678668723	None	-0.8902496714706809	None	None	17614	10000	
ABCA13	FALSE	0.0539402089657216	None	0.21381788514653985	None	-0.15987767618081825	None	None	14414	10000	
ABCA2	FALSE	-0.047792135400993474	None	0.5656827192791408	None	-0.6134748546801343	None	None	16790	10000	
ABCA3	FALSE	0.41044191317003065	None	-0.24460268002808883	None	0.6550445931981195	None	None	7747	10000	
ABCA4	FALSE	0.08540197627880852	None	0.4560886965492383	None	-0.37068672027042976	None	None	15687	10000	
ABCA5	FALSE	-0.13104021765105667	None	0.23142314210079715	None	-0.36246335975185384	None	None	15629	10000	
ABCA6	FALSE	0.27095649752952616	None	-0.01864367428425999	None	0.28960017181378617	None	None	10899	10000	
ABCA7	FALSE	0.3357430984919182	None	0.1390476216416935	None	0.1966954768502247	None	None	11693	10000	
ABCA8	FALSE	0.8365938415349203	None	-0.5733157447683859	None	1.4099095863033062	None	None	2473	10000	
ABCA9	FALSE	0.5743843970149423	None	-0.29029594354801974	None	0.864680340562962	None	None	5984	10000	
ABCB1	FALSE	0.13864405289052628	None	-0.0757542052335533	None	0.2143982581240796	None	None	11527	10000	
ABCB10	FALSE	0.41731538182322947	None	0.09605985793787833	None	0.32125552388535117	None	None	10628	10000	
ABCB11	FALSE	-0.12131559336654019	None	0.3514038375304469	None	-0.4727194308969871	None	None	16189	10000	
ABCB4	FALSE	0.7961993507200871	None	-0.430063742011608	None	1.226263092731695	None	None	3458	10000	
ABCB5	FALSE	-0.3212516687109199	None	0.6121402322004423	None	-0.9333919009113623	None	None	17717	10000	
ABCB6	FALSE	-0.22649009371971607	None	0.40148482397536056	None	-0.6279749176950766	None	None	16850	10000	
ABCB7	TRUE	-0.18554714779330594	Common Essential	0.35612085266205895	Common Essential	-0.5416680004553649	Common Essential	None	16496	10000	
ABCB8	FALSE	-0.13801630353908634	None	0.32719120901372545	None	-0.4652075125528118	None	None	16149	10000	
ABCB9	FALSE	0.7977196630057236	None	-0.7107530417772375	None	1.5084727047829611	None	None	2042	10000	
ABCC1	FALSE	0.17598377024477552	None	0.163800965498003	None	0.012182804746772524	None	None	13144	10000	
ABCC10	FALSE	0.5826097647692111	None	-0.33018075525807883	None	0.9127905200272899	None	None	5584	10000	
ABCC11	FALSE	0.14319303252305038	None	0.19694324092002277	None	-0.05375020839697239	None	None	13666	10000	
ABCC12	FALSE	0.34100689933325645	None	-0.3270577233226027	None	0.6680646226558591	None	None	7628	10000	
ABCC2	FALSE	0.244704817194896	None	-0.05969919769573296	None	0.30440401489062896	None	None	10783	10000	
ABCC3	FALSE	0.16212187074833528	None	0.2137278482444196	None	-0.05160597749608431	None	None	13656	10000	
ABCC4	FALSE	0.2562152540913878	None	-0.41356638755315667	None	0.6697816416445445	None	None	7615	10000	
ABCC5	FALSE	0.8317305469221783	None	-0.40318181618665583	None	1.2349123631088341	None	None	3397	10000	
ABCC6	FALSE	-0.3031863858966461	None	0.3924821759920315	None	-0.6956685618886775	None	None	17091	10000	
ABCC8	FALSE	0.9133849076120815	None	-0.3836999336616028	None	1.2970848412736844	None	None	3060	10000	
ABCC9	FALSE	0.5732152407097454	None	-0.14756359189414503	None	0.7207788326038904	None	None	7185	10000	
ABCD1	FALSE	0.5619407905948198	None	-0.24574502712596666	None	0.8076858177207865	None	None	6462	10000	
ABCD2	FALSE	0.22950856177435536	None	-0.08336301254967027	None	0.3128715743240256	None	None	10707	10000	
ABCD3	FALSE	0.5346304342395496	None	-0.3935537441546216	None	0.9281841783941711	None	None	5459	10000	
ABCD4	FALSE	0.024202138471870804	None	0.12626992939905973	None	-0.10206779092718893	None	None	14017	10000	
ABCE1	TRUE	-0.5948626601963918	Common Essential	0.21142233380767628	Common Essential	-0.8062849940040681	Common Essential	None	17403	10000	
ABCF1	TRUE	-0.04698366076831939	Common Essential	0.015047887915532021	Common Essential	-0.06203154868385141	Common Essential	None	13728	10000	
ABCF2	FALSE	1.2705347104645108	None	-0.7159473873020163	None	1.9864820977665272	None	None	766	10000	
ABCF3	FALSE	1.320190010777356	None	-0.8523820675365541	None	2.17257207831391	None	None	476	10000	
ABCG1	FALSE	0.388989213418769	None	-0.10659940121660194	None	0.49558861463537096	None	None	9151	10000	
ABCG2	FALSE	0.9265431512331683	None	-0.3865745655783024	None	1.3131177168114707	None	None	2971	10000	
ABCG4	FALSE	0.2045304786289791	None	-0.20322956724993954	None	0.4077600458789187	None	None	9890	10000	
ABCG5	FALSE	0.04419112478059417	None	0.29298860771665863	None	-0.24879748293606446	None	None	14962	10000	
ABCG8	FALSE	-0.16753963030046432	None	0.4710769870413103	K27M-KO-specific Essential	-0.6386166173417747	None	None	16889	10000	
ABHD1	FALSE	0.6546265401734273	None	-0.36228176847319227	None	1.0169083086466195	None	None	4811	10000	
ABHD10	FALSE	0.0023135602687358037	None	0.2344292582975402	None	-0.23211569802880438	None	None	14861	10000	
ABHD11	FALSE	0.49542574475349466	None	-0.3320125495275316	None	0.8274382942810263	None	None	6297	10000	
ABHD12	FALSE	0.7822133149279479	None	-0.5874069435756769	None	1.3696202585036248	None	None	2663	10000	
ABHD12B	FALSE	0.7287352416771009	None	-0.4745426904547645	None	1.2032779321318654	None	None	3578	10000	
ABHD13	FALSE	0.37334302266096897	None	0.017401436608008636	None	0.35594158605296033	None	None	10341	10000	
ABHD14A	FALSE	0.7605135747807119	None	-0.6525822033629213	None	1.4130957781436333	None	None	2459	10000	
ABHD14B	FALSE	0.37055921390269325	None	0.19295650863215763	None	0.17760270527053562	None	None	11845	10000	
ABHD15	FALSE	0.5227875773047574	None	-0.23203378990438697	None	0.7548213672091444	None	None	6902	10000	
ABHD16A	FALSE	0.23845477699452022	None	0.06128822435751803	None	0.1771665526370022	None	None	11853	10000	
ABHD16B	FALSE	1.0140427775699061	None	-0.6671066000381481	None	1.6811493776080542	None	None	1450	10000	
ABHD17A	TRUE	0.21588436427550994	Common Essential	-0.03840560167290734	Common Essential	0.2542899659484173	Common Essential	None	11194	10000	
ABHD17B	FALSE	0.944411847946723	None	-0.6004220784144891	None	1.544833926361212	None	None	1902	10000	
ABHD17C	FALSE	1.0837902137347284	None	-0.5367305936462028	None	1.6205208073809312	None	None	1638	10000	
ABHD18	FALSE	0.34623882410046414	None	-0.08030685534167448	None	0.4265456794421386	None	None	9736	10000	
ABHD2	FALSE	-0.40200127266072083	None	0.7726969598346771	None	-1.1746982324953978	None	None	18083	10000	
ABHD3	FALSE	0.31717214567701024	None	0.014812503934804724	None	0.30235964174220553	None	None	10803	10000	
ABHD4	FALSE	0.4691360897988536	None	-0.1121259103584871	None	0.5812620001573406	None	None	8380	10000	
ABHD5	FALSE	0.6171665966902884	None	-0.6329864163578905	None	1.250153013048179	None	None	3299	10000	
ABHD6	FALSE	0.43757706447956224	None	-0.15195825702046611	None	0.5895353215000283	None	None	8312	10000	
ABHD8	FALSE	0.09880547279104257	None	0.38109832215308215	None	-0.2822928493620396	None	None	15153	10000	
ABI1	FALSE	-0.18580054960351788	None	0.22595192571881162	None	-0.4117524753223295	None	None	15915	10000	
ABI2	FALSE	0.3774914270619536	None	-0.05221296731398348	None	0.4297043943759371	None	None	9711	10000	
ABI3	FALSE	0.4020063295907367	None	-0.032456554796488096	None	0.4344628843872248	None	None	9669	10000	
ABI3BP	FALSE	0.5567023959801775	None	-0.3320244220440265	None	0.888726818024204	None	None	5774	10000	
ABITRAM	FALSE	0.7140815531169422	None	-0.4055042326981594	None	1.1195857858151017	None	None	4130	10000	
ABL1	FALSE	0.9849950125247323	None	-0.4861331572042289	None	1.4711281697289613	None	None	2200	10000	
ABL2	FALSE	0.2487798944677193	None	-0.22701478357580093	None	0.47579467804352027	None	None	9316	10000	
ABLIM1	FALSE	0.18513706658480922	None	0.35290521692132004	None	-0.16776815033651082	None	None	14465	10000	
ABLIM2	FALSE	1.1975893723046187	None	-0.6648810684799313	None	1.86247044078455	None	None	977	10000	
ABLIM3	FALSE	0.16923607752865166	None	-1.09475092024075	None	1.2639869977694016	None	None	3225	10000	
ABO	FALSE	0.63817522306865	None	-0.49124684475338287	None	1.1294220678220328	None	None	4080	10000	
ABR	FALSE	0.5516146183623386	None	-0.06371931628592878	None	0.6153339346482674	None	None	8082	10000	
ABRA	FALSE	0.6798256397474435	None	-0.3425535545420607	None	1.0223791942895042	None	None	4766	10000	
ABRACL	FALSE	0.39612956245718056	None	0.04205099741075519	None	0.3540785650464254	None	None	10356	10000	
ABRAXAS1	FALSE	0.44326862442639964	None	-0.261769615808378	None	0.7050382402347777	None	None	7319	10000	
ABRAXAS2	FALSE	-0.6223467462487475	None	0.8722080596969783	K27M-KO-specific Essential	-1.4945548059457259	None	None	18401	10000	
ABT1	TRUE	-1.1317690086701127	Common Essential	1.287019933868112	Common Essential	-2.4187889425382245	Common Essential	None	18700	10000	
ABTB1	FALSE	0.9198967712676538	None	-0.7212932697730516	None	1.6411900410407054	None	None	1573	10000	
ABTB2	FALSE	0.32185434370696475	None	-0.7337725160310458	None	1.0556268597380105	None	None	4533	10000	
ACAA1	FALSE	0.5741612513526118	None	-0.4644031160190869	None	1.0385643673716987	None	None	4643	10000	
ACAA2	FALSE	0.6937091897389301	None	-0.33262018038839686	None	1.026329370127327	None	None	4741	10000	
ACACA	FALSE	0.3821709372629596	None	-0.42481090221868145	None	0.806981839481641	None	None	6468	10000	
ACACB	FALSE	0.12552717817710912	None	0.4226215212706927	None	-0.29709434309358357	None	None	15253	10000	
ACAD10	FALSE	0.11587556229287138	None	0.1823667276353477	None	-0.06649116534247632	None	None	13767	10000	
ACAD11	FALSE	0.49660320769877003	None	-0.0040127904624364386	None	0.5006159981612065	None	None	9105	10000	
ACAD8	FALSE	0.8205573405549182	None	-0.4448728045671181	None	1.2654301451220364	None	None	3215	10000	
ACAD9	FALSE	0.4852831926400278	None	-0.3090324974358021	None	0.7943156900758299	None	None	6560	10000	
ACADL	FALSE	0.3468404640523538	None	-0.19777428767395627	None	0.54461475172631	None	None	8700	10000	
ACADM	FALSE	0.3952457957553772	None	0.20382279720886148	None	0.19142299854651573	None	None	11731	10000	
ACADS	FALSE	0.19811329686971346	None	0.1314516209244495	None	0.06666167594526395	None	None	12711	10000	
ACADSB	FALSE	0.5196016588209086	None	-0.11722225267190772	None	0.6368239114928163	None	None	7901	10000	
ACADVL	FALSE	0.4309172289400284	None	0.023231606021798953	None	0.4076856229182294	None	None	9892	10000	
ACAN	FALSE	0.22169437270397319	None	0.25806914491108107	None	-0.036374772207107886	None	None	13531	10000	
ACAP1	FALSE	-0.15028913095943008	None	0.319568185172561	None	-0.4698573161319911	None	None	16177	10000	
ACAP2	FALSE	0.23964504491463207	None	-0.20815350472886088	None	0.44779854964349297	None	None	9557	10000	
ACAP3	FALSE	0.3552006142707763	None	-0.0297883125184588	None	0.38498892678923513	None	None	10096	10000	
ACAT1	FALSE	0.8055646898202264	None	-0.34978791095609235	None	1.1553526007763188	None	None	3901	10000	
ACAT2	FALSE	-0.36952239867178527	None	0.8026079343584147	None	-1.1721303330302	None	None	18079	10000	
ACBD3	FALSE	0.46568225259978235	None	-0.7936495543095662	None	1.2593318069093486	None	None	3257	10000	
ACBD4	FALSE	1.512815089517724	None	-1.1562250419559454	None	2.669040131473669	None	None	120	10000	
ACBD5	FALSE	-0.06889714246241796	None	0.4590352336319444	None	-0.5279323760943624	None	None	16437	10000	
ACBD6	FALSE	0.9185155492013699	None	-0.514138130096339	None	1.432653679297709	None	None	2359	10000	
ACBD7	FALSE	0.31686798398707805	None	-0.060587798825714995	None	0.377455782812793	None	None	10171	10000	
ACCS	FALSE	0.5101987459750026	None	-0.040612262830512565	None	0.5508110088055151	None	None	8645	10000	
ACCSL	FALSE	0.42129139058404064	None	-0.20075491181569147	None	0.6220463023997321	None	None	8026	10000	
ACD	FALSE	-0.6804487363289663	None	0.9640233940529195	K27M-KO-specific Essential	-1.6444721303818857	None	None	18482	10000	
ACE	FALSE	1.3545470430320508	None	-1.3947861533678019	None	2.749333196399853	None	None	98	10000	
ACE2	FALSE	0.7694118789569745	None	-0.5395782016844729	None	1.3089900806414474	None	None	2994	10000	
ACER1	FALSE	0.47316391648452144	None	-0.3143522106358177	None	0.7875161271203391	None	None	6624	10000	
ACER2	FALSE	0.5945419542292465	None	-0.314775231432286	None	0.9093171856615325	None	None	5610	10000	
ACER3	FALSE	0.32163669199329314	None	0.2209618844950513	None	0.10067480749824184	None	None	12462	10000	
ACHE	FALSE	0.2178870005658321	None	-0.011740194759935818	None	0.22962719532576792	None	None	11399	10000	
ACIN1	TRUE	1.2322279924290955	Common Essential	-1.4257569636877168	Common Essential	2.6579849561168123	Common Essential	None	124	10000	
ACKR1	FALSE	-0.2838882307733136	None	0.5549493081334003	None	-0.8388375389067139	None	None	17495	10000	
ACKR2	FALSE	1.1615288808083155	None	-0.8019469415518192	K27M-specific Essential	1.9634758223601347	None	None	808	10000	
ACKR3	FALSE	0.5532928849577912	None	-0.4756969845140441	None	1.0289898694718351	None	None	4725	10000	
ACKR4	FALSE	-0.08593619706885858	None	0.27122898291778175	None	-0.3571651799866403	None	None	15596	10000	
ACLY	TRUE	0.3258291695601695	Common Essential	0.09277228169495255	Common Essential	0.23305688786521694	Common Essential	None	11368	10000	
ACMSD	FALSE	0.5168099377250897	None	-0.23772079384001948	None	0.7545307315651091	None	None	6909	10000	
ACO1	FALSE	0.26848201911025005	None	0.053788477823877384	None	0.21469354128637266	None	None	11524	10000	
ACO2	TRUE	0.5900814725149321	Common Essential	-0.1550387385987586	Common Essential	0.7451202111136908	Common Essential	None	6987	10000	
ACOD1	FALSE	0.3703130836884047	None	0.05739890070261862	None	0.3129141829857861	None	None	10705	10000	
ACOT1	FALSE	0.4792658993687191	None	-0.18942813851473128	None	0.6686940378834504	None	None	7620	10000	
ACOT11	FALSE	-0.07947763654436013	None	0.2898660601132072	None	-0.36934369665756733	None	None	15680	10000	
ACOT12	FALSE	0.30185935085628574	None	-0.02399480219121515	None	0.32585415304750087	None	None	10598	10000	
ACOT13	FALSE	0.45694187644649975	None	-0.33561692795769504	None	0.7925588044041948	None	None	6583	10000	
ACOT2	FALSE	0.21551618099725123	None	0.009653487799875307	None	0.20586269319737593	None	None	11604	10000	
ACOT4	FALSE	0.7004039703406618	None	-0.4850335512914842	None	1.185437521632146	None	None	3698	10000	
ACOT6	FALSE	0.5337346971699436	None	-0.3826887482407887	None	0.9164234454107323	None	None	5552	10000	
ACOT7	FALSE	0.5097630515309792	None	-0.42170223022787495	None	0.9314652817588542	None	None	5429	10000	
ACOT8	FALSE	0.21333953242636006	None	0.2340198938784961	None	-0.02068036145213603	None	None	13397	10000	
ACOT9	FALSE	0.9344615708929219	None	-0.9057807867872574	None	1.8402423576801792	None	None	1023	10000	
ACOX1	FALSE	0.07954494070129342	None	0.17477958710066765	None	-0.09523464639937423	None	None	13965	10000	
ACOX2	FALSE	0.9513457730361581	None	-0.598019419787676	None	1.5493651928238341	None	None	1885	10000	
ACOX3	FALSE	-0.09599216691726653	None	-0.5896690339964695	None	0.493676867079203	None	None	9167	10000	
ACOXL	FALSE	0.5944169307528432	None	-0.2404490243143938	None	0.834865955067237	None	None	6238	10000	
ACP1	FALSE	-0.08965269890186828	None	0.3875305780175509	None	-0.4771832769194192	None	None	16209	10000	
ACP2	FALSE	0.3459850641321161	None	-0.146324098091167	None	0.49230916222328314	None	None	9176	10000	
ACP4	FALSE	0.4190881890232465	None	0.1852298549656717	None	0.2338583340575748	None	None	11359	10000	
ACP5	FALSE	0.7655794686078377	None	-0.2390095286733056	None	1.0045889972811433	None	None	4892	10000	
ACP6	FALSE	0.26265911370302586	None	0.13932729933596527	None	0.12333181436706059	None	None	12268	10000	
ACP7	FALSE	0.9079261865982367	None	-0.6938526048678131	None	1.6017787914660497	None	None	1709	10000	
ACPP	FALSE	0.7343500342061555	None	-0.46528160175872774	None	1.1996316359648833	None	None	3604	10000	
ACR	FALSE	0.13845707134239815	None	-0.1351912717234993	None	0.27364834306589747	None	None	11024	10000	
ACRBP	FALSE	0.6650668432747722	None	-0.0416002211134454	None	0.7066670643882176	None	None	7303	10000	
ACRV1	FALSE	0.15234748548385468	None	0.1604233597094216	None	-0.00807587422556691	None	None	13299	10000	
ACSBG1	FALSE	0.16021386706650242	None	0.0883934782883941	None	0.07182038877810833	None	None	12677	10000	
ACSBG2	FALSE	0.6722375470366986	None	-0.3129342369292646	None	0.9851717839659632	None	None	5029	10000	
ACSF2	FALSE	0.29056238278073576	None	-0.006883471311277863	None	0.29744585409201363	None	None	10836	10000	
ACSF3	FALSE	0.17275628898784395	None	-0.465330530673734	None	0.6380868196615779	None	None	7887	10000	
ACSL1	FALSE	0.5620323114991341	None	-0.2334221048543774	None	0.7954544163535116	None	None	6552	10000	
ACSL3	FALSE	0.7159252657703825	None	-0.5681370412880187	None	1.2840623070584012	None	None	3134	10000	
ACSL4	FALSE	0.40297640911753285	None	-0.04688576680488944	None	0.4498621759224223	None	None	9544	10000	
ACSL5	FALSE	0.7515350826121722	None	-0.45916750160810904	None	1.2107025842202812	None	None	3542	10000	
ACSL6	FALSE	0.7105896230070994	None	-0.4737347373031607	None	1.18432436031026	None	None	3704	10000	
ACSM1	FALSE	0.4557847595120492	None	-0.26167125541236874	None	0.717456014924418	None	None	7215	10000	
ACSM2A	FALSE	0.8121999964562057	None	-0.09379933601594176	None	0.9059993324721474	None	None	5642	10000	
ACSM2B	FALSE	-0.10515529453384909	None	0.07908569523177034	None	-0.18424098976561942	None	None	14567	10000	
ACSM3	FALSE	-0.04987603415800168	None	0.3515109931520664	None	-0.4013870273100681	None	None	15859	10000	
ACSM4	FALSE	0.6321760151402971	None	-0.4008972894290648	None	1.0330733045693619	None	None	4685	10000	
ACSM5	FALSE	0.03858721500151585	None	-0.46253223899093954	None	0.5011194539924554	None	None	9098	10000	
ACSM6	FALSE	0.37729228128060943	None	-0.7956543211942595	None	1.172946602474869	None	None	3795	10000	
ACSS1	FALSE	0.5254824511261801	None	0.026685960485260896	None	0.4987964906409192	None	None	9123	10000	
ACSS2	FALSE	0.541212263594169	None	-0.08309776974798078	None	0.6243100333421497	None	None	8005	10000	
ACSS3	FALSE	-0.1354619821422519	None	0.5225153034159713	None	-0.6579772855582232	None	None	16959	10000	
ACTA1	FALSE	0.34676731436033303	None	-0.07642343584694404	None	0.4231907502072771	None	None	9760	10000	
ACTA2	FALSE	0.724303915349423	None	-0.2274792029711732	None	0.9517831183205961	None	None	5281	10000	
ACTB	TRUE	0.5346139063916089	Common Essential	-0.31995114957909987	Common Essential	0.8545650559707088	Common Essential	None	6076	10000	
ACTBL2	FALSE	0.18217783262854625	None	0.09187346947771366	None	0.0903043631508326	None	None	12542	10000	
ACTC1	FALSE	-0.3699952002702418	None	0.4847863776645215	None	-0.8547815779347633	None	None	17529	10000	
ACTG1	TRUE	0.5920836520714843	Common Essential	-0.28186422003128303	Common Essential	0.8739478721027674	Common Essential	None	5899	10000	
ACTG2	FALSE	0.18548864644047441	None	-0.026508256845891535	None	0.21199690328636595	None	None	11543	10000	
ACTL10	FALSE	0.3720814911292978	None	-0.07611065241458413	None	0.4481921435438819	None	None	9555	10000	
ACTL6A	TRUE	-1.1257825367136527	Common Essential	0.84910692547934	Common Essential	-1.9748894621929927	Common Essential	None	18625	10000	
ACTL6B	FALSE	-0.21727425114000887	None	0.23362950799380577	None	-0.45090375913381464	None	None	16091	10000	
ACTL7A	FALSE	0.3733754047566867	None	-0.18121992658797853	None	0.5545953313446652	None	None	8612	10000	
ACTL7B	FALSE	0.2528983187325978	None	-0.02731255174710901	None	0.28021087047970683	None	None	10975	10000	
ACTL8	FALSE	0.6848769542383237	None	-0.17774667305255581	None	0.8626236272908796	None	None	6001	10000	
ACTL9	FALSE	0.3588298306658724	None	-0.1381124992543956	None	0.496942329920268	None	None	9136	10000	
ACTN1	FALSE	0.5279888647649666	None	-0.060155284140701024	None	0.5881441489056677	None	None	8324	10000	
ACTN2	FALSE	0.5406873319146821	None	-0.5495026093389401	None	1.0901899412536222	None	None	4313	10000	
ACTN3	FALSE	0.01638361864530835	None	0.2315579982321133	None	-0.21517437958680494	None	None	14765	10000	
ACTN4	FALSE	0.5051231490196522	None	-0.282023640341067	None	0.7871467893607191	None	None	6625	10000	
ACTR10	TRUE	-0.9882681047274429	Common Essential	0.7445967595830968	Common Essential	-1.7328648643105398	Common Essential	None	18527	10000	
ACTR1A	TRUE	0.47144000937059966	Common Essential	-0.4356873899362469	Common Essential	0.9071273993068465	Common Essential	None	5626	10000	
ACTR1B	FALSE	0.4372817285947137	None	-0.002054876958435729	None	0.4393366055531494	None	None	9628	10000	
ACTR2	TRUE	0.0805074989072283	Common Essential	0.020183640205708064	Common Essential	0.06032385870152024	Common Essential	None	12759	10000	
ACTR3	FALSE	-0.9047870422526463	None	0.8726913902113084	None	-1.7774784324639548	None	None	18548	10000	
ACTR3B	FALSE	-0.25524810554677135	None	0.3840120222412987	None	-0.6392601277880701	None	None	16892	10000	
ACTR3C	FALSE	-0.06950627087662509	None	0.0671199622701643	None	-0.1366262331467894	None	None	14258	10000	
ACTR5	FALSE	0.4917563686451708	None	-0.225505872837663	None	0.7172622414828338	None	None	7218	10000	
ACTR6	TRUE	-0.35390024393937075	Common Essential	0.45203028718349514	Common Essential	-0.805930531122866	Common Essential	None	17402	10000	
ACTR8	TRUE	0.39709351715126084	Common Essential	-0.00872277638019514	Common Essential	0.405816293531456	Common Essential	None	9909	10000	
ACTRT1	FALSE	-0.17115234842030957	None	0.3613428803116607	None	-0.5324952287319702	None	None	16455	10000	
ACTRT2	FALSE	0.42638098199354213	None	-0.0565781992882774	None	0.4829591812818195	None	None	9261	10000	
ACTRT3	FALSE	0.03739315849121011	None	0.30692061589933844	None	-0.26952745740812833	None	None	15080	10000	
ACVR1	FALSE	0.4704191535348108	None	-0.19230661396412427	None	0.6627257674989351	None	None	7671	10000	
ACVR1B	FALSE	0.6681517480207674	None	-0.40259106537517	None	1.0707428133959374	None	None	4438	10000	
ACVR1C	FALSE	0.0153013469037806	None	0.2831573276854598	None	-0.2678559807816792	None	None	15068	10000	
ACVR2A	FALSE	-0.04538134012703465	None	0.3730931426763556	None	-0.4184744828033903	None	None	15939	10000	
ACVR2B	FALSE	0.7753974867337116	None	-0.14867501562146834	None	0.9240725023551799	None	None	5495	10000	
ACVRL1	FALSE	0.19419031194234676	None	-0.03255430328554362	None	0.22674461522789038	None	None	11428	10000	
ACY1	FALSE	0.9756154226737939	None	-0.7349897348993164	None	1.7106051575731103	None	None	1373	10000	
ACY3	FALSE	0.2060712815030371	None	0.0856695650653085	None	0.12040171643772861	None	None	12287	10000	
ACYP1	FALSE	0.19436751478759773	None	0.05174215659700807	None	0.14262535819058966	None	None	12108	10000	
ACYP2	FALSE	0.045872634514399935	None	0.1026244563491701	None	-0.056751821834770164	None	None	13694	10000	
ADA	FALSE	0.1882585067465613	None	-0.010745438336619409	None	0.1990039450831807	None	None	11671	10000	
ADA2	FALSE	0.9084395684992921	None	-0.6361023368556167	None	1.5445419053549088	None	None	1904	10000	
ADAD1	FALSE	0.5906702122022061	None	-0.07196858401290987	None	0.6626387962151159	None	None	7673	10000	
ADAD2	FALSE	0.3724944934624105	None	0.03362846582798605	None	0.3388660276344244	None	None	10488	10000	
ADAL	FALSE	0.37941607359663376	None	0.04642942229262782	None	0.33298665130400595	None	None	10539	10000	
ADAM10	FALSE	-0.438036706230901	None	0.46833962983513766	None	-0.9063763360660386	None	None	17653	10000	
ADAM11	FALSE	-0.4773497927697845	K27M-KO-specific Essential	0.6149957910050612	None	-1.0923455837748457	None	None	17984	10000	
ADAM12	FALSE	-0.35014337538430235	None	0.5584309814883854	None	-0.9085743568726878	None	None	17657	10000	
ADAM15	FALSE	0.7306332990774791	None	-0.3096779688565806	None	1.0403112679340598	None	None	4626	10000	
ADAM17	FALSE	1.1520076574866709	None	-0.7333328484983026	None	1.8853405059849735	None	None	932	10000	
